sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
12708,20,Spain,silver,2,New York,2,2,8,1,False,Relaxation,1011.92,6,661.9637179810369,227.74145992697032
12709,80,Canada,gold,5,Paris,4,2,7,4,False,Adventure,1698.0599999999997,6,1021.877966629392,141.53298393639542
12710,51,Spain,silver,8,Sydney,5,3,2,6,False,Cultural,1531.4,5,913.2130051821787,337.8314080077538
12711,35,Spain,standard,4,New York,7,1,2,3,False,Adventure,1612.0,6,1253.907772895413,234.5058704817645
12712,53,Germany,silver,6,Tokyo,2,1,8,4,True,Adventure,806.26,5,529.6299476105814,182.97507656083405
12713,38,France,standard,3,Rome,5,2,6,5,True,Relaxation,1301.58,7,930.2965098937675,313.69361618072253
12714,53,USA,standard,5,New York,11,2,8,3,False,Adventure,2276.4105,7,2130.0769869990972,489.7661912790346
12715,42,Spain,gold,5,Cairo,5,3,6,4,True,Cultural,1178.352,8,846.5217118448511,103.33508529484283
12716,41,Australia,standard,1,Cape Town,4,1,7,3,True,Relaxation,1132.096,5,151.93731050875328,300.8898904188163
12717,38,Canada,gold,7,Cape Town,8,1,12,1,False,Relaxation,1537.76,6,944.0679872233638,325.0694020006656
12718,18,Canada,silver,1,New York,6,3,7,4,True,Relaxation,2132.676,7,1861.3322421597722,573.0967152188134
12719,69,UK,silver,6,Paris,2,3,8,2,False,Relaxation,1511.2187999999999,6,509.2535720720491,426.5682875992377
12720,25,USA,standard,4,Rio,17,1,6,2,False,Cultural,2729.664,7,2236.4156238973355,319.19032717663544
12721,19,USA,gold,6,Rome,11,3,1,3,False,Cultural,1971.0,6,1347.2894190480333,373.6848896897746
12722,36,Italy,standard,6,Tokyo,9,2,7,3,False,Adventure,3035.7599999999998,7,2894.629051934279,302.68556008591514
12723,25,Australia,gold,7,Tokyo,3,3,2,5,False,Cultural,954.72,7,614.4817579594377,179.35376083995968
12724,39,Italy,silver,3,Rome,2,2,6,2,False,Adventure,515.0250000000001,6,-53.08036080223701,53.984666989860656
12725,50,Spain,standard,4,Cape Town,10,4,1,1,True,Adventure,1564.0,5,919.5246160862964,190.22221943422227
12726,54,Germany,silver,4,Rio,5,5,12,4,True,Adventure,1563.52,7,894.5909662771186,222.88719565994236
12727,52,Australia,silver,1,Rio,7,3,8,3,False,Relaxation,2232.832,5,1285.9986444808949,733.3738561635222
12728,35,France,silver,5,Tokyo,6,1,1,4,True,Relaxation,1384.5,6,1196.5168114623752,206.6959815686554
12729,40,USA,standard,4,Sydney,3,2,6,6,True,Cultural,1283.1,6,754.3512923813034,317.7900409802582
12730,46,Canada,standard,3,Sydney,8,2,6,5,True,Cultural,2671.7599999999998,7,2244.9415719344647,683.6475166996668
12731,18,Germany,gold,5,Rome,1,3,6,1,False,Relaxation,674.1,7,276.0267172053632,180.88199576503237
12732,48,Germany,silver,5,Sydney,4,3,6,1,False,Cultural,1750.84,5,1254.3834450899333,301.76990557208137
12733,18,USA,standard,0,Cape Town,10,5,8,1,False,Cultural,2344.16,5,1880.537169025115,288.21403422727855
12734,70,USA,standard,2,Tokyo,5,1,2,4,False,Adventure,1197.3,5,824.7818123258437,179.64762263768745
12735,33,Australia,standard,3,Sydney,8,2,2,9,True,Relaxation,1275.0075000000002,7,936.8982554275027,258.6418324930802
12736,37,UK,standard,1,Rio,6,2,12,11,False,Relaxation,1355.2,5,793.2850509398124,408.77450802479234
12737,28,Spain,standard,4,Tokyo,8,2,12,1,False,Adventure,2580.7599999999998,6,2257.303769181214,237.6909891113273
12738,30,USA,standard,3,Sydney,4,4,6,1,False,Cultural,1880.0599999999997,6,1426.7726773856762,404.467998258286
12739,74,USA,gold,7,Sydney,4,1,12,5,True,Adventure,1497.86,7,855.2816696312173,127.74570670568819
12740,54,Australia,silver,7,Cape Town,8,4,8,1,False,Adventure,1957.76,5,1293.6162933804324,311.42034320855197
12741,18,Italy,standard,3,Cairo,2,3,6,1,False,Cultural,736.8480000000001,6,693.9998959876775,246.16672552397293
12742,62,USA,gold,4,Cairo,6,1,6,1,True,Adventure,1265.6000000000001,7,1135.6212857555724,389.3216818308596
12743,57,France,silver,2,Rio,4,1,2,2,False,Relaxation,903.8399999999999,5,24.902121958380576,152.1882749136786
12744,35,Spain,standard,2,Tokyo,4,2,1,2,True,Cultural,1198.6000000000001,7,945.1661074433755,329.72122898175706
12745,44,Australia,standard,3,Tokyo,2,3,12,3,False,Cultural,1056.51,6,870.6281654965039,292.1619547956137
12746,39,Italy,standard,0,Cairo,5,2,8,7,True,Relaxation,989.856,7,987.8730768615826,263.39639106160485
12747,69,France,silver,3,Sydney,11,2,2,6,False,Adventure,2535.0,5,2198.0070600601753,302.5672181642726
12748,28,Italy,silver,3,Rio,12,2,6,6,False,Adventure,2349.7599999999998,6,1961.1066686401214,541.398819422192
12749,42,Spain,standard,4,Cape Town,3,2,8,6,True,Cultural,856.8000000000001,6,496.91408111873153,240.55711900336246
12750,33,USA,standard,1,Cape Town,12,2,7,1,False,Adventure,2288.16,7,1825.8882805439341,353.8453139107916
12751,18,Canada,standard,2,Tokyo,5,4,2,1,True,Adventure,1163.8899999999999,6,1324.7534155349385,39.16430542365481
12752,72,Spain,standard,1,Rio,8,3,2,3,False,Relaxation,1823.36,7,666.5959650167673,585.515779140672
12753,22,Spain,silver,3,Rio,3,2,7,8,False,Cultural,734.72,6,245.8650336840318,149.09809332434685
12754,43,USA,gold,6,Rome,3,3,2,1,False,Cultural,813.0,8,417.78674074598234,122.18536651591027
12755,18,UK,standard,0,Sydney,10,3,8,2,True,Adventure,2350.5299999999997,5,2808.8477534271374,325.1154379956344
12756,34,Germany,gold,6,New York,4,2,6,2,False,Cultural,1554.28,8,1345.7086290266516,420.21990424534414
12757,46,Australia,standard,3,Rome,7,5,7,2,False,Cultural,2195.2,7,1715.42450186398,382.6807527685079
12758,27,UK,gold,6,Tokyo,8,2,2,1,True,Cultural,1927.9,6,1769.8030797853323,455.514960554366
12759,48,France,standard,1,Paris,9,3,1,1,False,Cultural,1572.48,6,1124.6189314283372,191.0323596992478
12760,35,Australia,standard,4,New York,4,2,8,8,False,Adventure,1659.84,5,1389.3265274701866,173.99331842025006
12761,57,Italy,standard,1,Rome,3,3,7,1,False,Cultural,710.64,5,374.13426976602,163.76201816432308
12762,60,UK,gold,7,Paris,5,2,12,2,True,Adventure,1556.1000000000001,8,1208.8035734325124,193.1570581976293
12763,31,Australia,standard,0,Sydney,14,3,2,1,False,Adventure,2180.5875,6,1569.4656170154524,204.29058464020613
12764,41,France,gold,5,Paris,3,1,1,1,False,Relaxation,840.294,6,282.3368223371924,192.55067590014568
12765,42,Australia,standard,4,New York,1,3,6,2,False,Relaxation,1251.068,6,715.4917720049458,272.84944664032247
12766,49,France,standard,5,New York,3,1,8,3,False,Relaxation,1426.8799999999999,7,787.8286906544091,232.2702161920426
12767,40,Germany,gold,5,Cape Town,5,2,6,1,False,Cultural,1105.44,8,731.9284834645895,67.32013916249169
12768,42,USA,standard,3,Cairo,12,1,6,3,False,Adventure,2252.3199999999997,5,1652.0800497914893,287.6599837205279
12769,36,Australia,silver,4,Tokyo,6,2,12,4,False,Adventure,1852.5780000000002,5,1650.9119546991974,271.50654006328256
12770,41,Australia,gold,4,Rio,6,2,1,2,True,Relaxation,1374.24,7,376.7766360907839,379.8036876835897
12771,59,France,standard,6,Cape Town,3,4,12,1,False,Cultural,967.68,5,608.3354769422042,169.88135727052847
12772,49,Spain,silver,3,Cape Town,8,2,2,1,False,Cultural,1206.4,5,875.6465007663467,141.24763513082627
12773,50,Italy,standard,1,Cairo,3,3,7,3,True,Cultural,885.0239999999999,7,847.2269547161915,146.51820766201828
12774,50,Germany,standard,2,Tokyo,13,5,8,2,False,Relaxation,6561.099999999999,6,4367.12800827173,1666.551600909177
12775,37,Italy,silver,2,Sydney,1,2,12,2,False,Relaxation,857.22,5,167.27712961713382,124.1401751255957
12776,44,France,standard,4,Tokyo,2,3,12,2,False,Relaxation,1854.944,7,1120.0426691709224,581.229646743747
12777,23,France,standard,3,Paris,4,4,12,1,False,Cultural,1359.9495000000002,7,1036.6801912380938,251.18800219993943
12778,59,Australia,standard,2,Tokyo,3,2,12,4,True,Cultural,1117.116,7,798.5081993552403,325.1988360104214
12779,18,Australia,silver,4,New York,6,2,7,3,True,Relaxation,2227.68,6,1980.9090791389087,384.4156025475255
12780,38,Canada,gold,5,Sydney,7,2,8,5,False,Adventure,2473.38,8,2088.597823032442,292.350334581011
12781,57,Canada,standard,3,Cairo,5,1,7,10,False,Adventure,1095.36,6,1074.029836190445,211.03052907731526
12782,19,France,standard,7,Cairo,4,3,6,2,False,Cultural,958.608,5,768.201378201289,246.85109245930306
12783,45,Canada,standard,2,Tokyo,6,2,12,2,True,Relaxation,2930.2,6,1708.1874340407899,494.0349770170097
12784,29,Germany,silver,5,Sydney,6,3,1,1,True,Cultural,1747.2,7,1286.5875051206147,243.53026789980387
12785,34,Italy,silver,2,Sydney,9,2,12,7,False,Relaxation,3084.9,7,2461.967191462363,686.7939080171515
12786,54,Italy,standard,2,Paris,3,3,7,2,False,Adventure,1423.422,5,910.7840846218847,237.7114031959307
12787,42,France,standard,4,Tokyo,11,3,2,2,False,Relaxation,3809.2599999999998,6,2553.079115931214,729.0152245887089
12788,18,Australia,gold,7,New York,1,4,7,1,True,Cultural,1175.72,8,1030.0181641763743,169.8049179553087
12789,25,Germany,gold,6,Sydney,11,2,2,1,False,Relaxation,2519.4,8,2148.763725753806,463.5258245894004
12790,54,France,standard,2,Rome,1,2,2,2,True,Adventure,403.2,5,80.0811833723273,92.3317589733035
12791,46,Italy,gold,6,New York,3,3,8,3,False,Cultural,1403.2199999999998,8,1214.5541861309105,305.2371998404553
12792,66,Germany,gold,4,New York,6,2,7,3,False,Adventure,2154.88,7,1799.9494672079804,191.1739807842248
12793,65,UK,silver,2,Rome,7,2,1,2,False,Relaxation,1758.96,5,872.3318558357594,493.7775323255264
12794,34,USA,silver,7,Sydney,6,1,7,4,False,Cultural,1845.48,7,1329.5850685010835,320.1820929855663
12795,77,Italy,silver,2,Tokyo,4,1,6,2,False,Relaxation,2091.9079999999994,7,1281.0813379142728,660.815332109732
12796,40,Spain,gold,5,Sydney,3,2,6,8,False,Adventure,1235.78,6,903.7965507804784,106.80216014448396
12797,25,UK,standard,1,Cairo,6,2,7,1,False,Relaxation,1152.144,6,894.7576186575425,246.52404103018165
12798,30,Italy,standard,3,New York,4,1,7,5,False,Cultural,1457.82,7,1256.7042404369731,400.0608632254751
12799,18,France,silver,1,Sydney,8,1,7,8,False,Adventure,1792.518,4,1946.0341508808497,221.20580624175363
12800,64,France,standard,3,Rome,4,2,1,3,True,Relaxation,1025.6399999999999,5,341.65063065642204,168.78110002869815
12801,63,France,standard,1,Cape Town,3,1,8,3,False,Relaxation,870.24,5,275.180874029308,209.24941579846075
12802,24,USA,standard,3,Paris,10,2,2,2,True,Cultural,2285.4,5,1954.9388890913747,210.42474846152024
12803,36,UK,standard,4,New York,15,3,6,1,False,Cultural,4868.5,6,4671.843241720368,1023.8128272759907
12804,41,Spain,gold,5,Cairo,4,2,6,3,True,Cultural,853.776,7,672.7700687321758,248.67595957576458
12805,25,Australia,standard,3,Paris,7,2,6,8,False,Relaxation,2391.48,6,1707.830330255475,745.3843389473934
12806,18,Germany,silver,6,New York,5,2,12,1,True,Relaxation,1951.04,5,1828.259175035103,744.0095144202139
12807,36,UK,standard,3,Rome,4,1,8,1,False,Relaxation,968.9399999999999,7,513.4177314419302,204.0433252023728
12808,35,UK,silver,4,Paris,5,4,1,2,True,Adventure,1418.0400000000002,6,928.6639357713024,164.18859466401904
12809,34,Australia,gold,3,Cape Town,1,4,6,1,False,Relaxation,696.64,8,343.6548794412987,177.73432724961907
12810,43,Germany,gold,7,Cairo,2,1,12,3,False,Cultural,455.61600000000004,6,417.9242451340019,39.46696811897998
12811,61,USA,silver,4,Paris,8,1,1,8,True,Cultural,1740.7,6,1232.7511938158377,461.74403435759007
12812,35,UK,standard,3,Cairo,3,2,12,7,False,Cultural,769.104,7,595.5180597894137,93.22212940255244
12813,42,USA,standard,2,Tokyo,2,2,1,1,False,Cultural,678.6,6,443.14079083679127,182.57510596424214
12814,50,Canada,standard,3,New York,19,1,7,4,False,Adventure,4933.656,6,4572.799378144408,569.4210133472014
12815,48,France,standard,5,Cape Town,3,1,2,3,False,Adventure,464.0,6,-183.71571284389915,-10.985491259663107
12816,30,UK,silver,4,Rio,2,1,1,6,False,Adventure,376.0,5,-236.0776292087753,84.18167322941211
12817,41,Germany,standard,1,Cairo,1,2,1,2,True,Cultural,283.68000000000006,6,223.96057966461615,74.95015983337086
12818,48,Canada,gold,7,Cairo,9,1,1,1,False,Adventure,1184.8,7,878.0843609137319,63.58422635545537
12819,23,Canada,standard,2,Paris,5,5,2,9,False,Adventure,1223.04,6,1279.046303409369,102.20786413324184
12820,58,UK,standard,2,Rio,1,3,8,2,False,Adventure,649.6,6,-28.001857990989265,53.16096449288305
12821,61,Spain,silver,2,Tokyo,2,1,12,5,True,Cultural,740.74,6,630.1941791931599,196.3505163982013
12822,29,Spain,gold,5,Sydney,12,4,2,2,False,Relaxation,3051.1,7,2533.050691336339,931.4426057457686
12823,42,Spain,standard,2,Cape Town,15,2,12,1,False,Cultural,2786.56,6,2297.351283112083,352.68125718338155
12824,49,UK,gold,6,Tokyo,6,2,7,4,True,Relaxation,3095.82,8,1856.656880493488,969.5533610432108
12825,31,Italy,silver,1,Sydney,2,3,7,2,True,Relaxation,1294.02,7,771.963495551308,253.8894958949527
12826,47,France,standard,6,Cape Town,2,2,6,1,False,Cultural,678.72,6,255.95156341484733,214.5055527511961
12827,42,Italy,silver,4,Tokyo,21,2,12,4,False,Adventure,6342.7,7,6039.202444206371,1288.1429233089643
12828,18,Canada,standard,2,Cape Town,5,3,1,1,False,Cultural,911.2,7,215.7334055676621,129.04914139698937
12829,46,Spain,silver,4,Sydney,6,5,12,2,False,Relaxation,3893.3439999999996,6,2200.657010077844,1096.9013064987482
12830,23,UK,standard,6,Tokyo,6,1,6,6,False,Cultural,1840.02,7,1530.8121459454442,301.4760395678564
12831,54,France,standard,3,New York,4,1,8,8,False,Adventure,1284.92,6,1005.3740892653882,155.8608233992962
12832,29,Germany,silver,3,Rio,10,2,8,4,True,Relaxation,2066.4,6,1395.3144088918025,328.63717378677586
12833,37,Germany,silver,5,Cairo,6,3,1,3,False,Adventure,948.9600000000002,7,931.2271784448624,258.73779005678324
12834,60,Canada,silver,4,Sydney,3,2,1,2,False,Cultural,845.0,5,424.28425454535045,52.55984670161696
12835,47,UK,gold,7,Sydney,7,2,12,3,True,Relaxation,3434.7039999999993,7,1830.9158358266552,548.3658238552881
12836,23,France,standard,1,Paris,2,5,12,4,False,Cultural,1018.4265,6,687.2686505121662,144.4529359877081
12837,24,France,standard,3,Rome,7,5,6,2,True,Cultural,1973.1599999999996,6,1339.3094951964397,407.8686637901678
12838,31,Canada,gold,6,Cape Town,11,3,12,6,True,Cultural,2251.2000000000003,6,1618.5335904943652,327.24172431438603
12839,45,Germany,silver,2,Paris,1,5,7,5,False,Adventure,1292.382,7,677.3945302490087,237.6635335346304
12840,45,UK,standard,1,Tokyo,3,3,7,3,False,Relaxation,2119.9359999999997,6,1354.9399852800711,351.95121683730775
12841,27,France,standard,5,Paris,5,2,12,2,True,Cultural,1259.2125,5,902.1567781574762,129.66189408152206
12842,22,Italy,silver,3,New York,12,1,1,1,True,Cultural,2636.4,5,2364.995677650604,248.820454856105
12843,44,Germany,standard,2,Cairo,4,2,7,3,False,Relaxation,1213.632,5,778.8513852478643,276.6074531501365
12844,37,France,gold,4,Rio,3,5,8,4,True,Relaxation,1116.64,6,463.4390115084973,338.4917697906688
12845,72,UK,standard,1,Sydney,1,2,6,3,False,Relaxation,907.0879999999999,8,209.92386114753657,254.76575175486082
12846,40,Australia,silver,3,New York,10,2,1,3,False,Cultural,2286.7000000000003,6,1972.898956211639,405.6441473972021
12847,67,Germany,gold,7,Tokyo,4,3,1,2,False,Relaxation,1849.12,8,1156.844858968977,596.5573394734058
12848,22,USA,silver,4,Tokyo,1,3,7,3,False,Cultural,937.3000000000001,5,621.947965383786,254.93016413215423
12849,18,France,standard,2,Cairo,6,2,6,2,False,Adventure,846.0144,5,919.7811811223345,143.2401711030832
12850,23,France,standard,2,Rome,4,3,2,8,False,Cultural,888.3000000000001,5,377.18290853529504,156.0140819009149
12851,57,UK,silver,4,Rio,9,5,6,1,False,Relaxation,3034.0800000000004,7,1515.852005422988,682.3649656834394
12852,66,Australia,gold,6,Cairo,5,1,7,15,False,Relaxation,1390.816,9,720.081048814368,374.40306538750536
12853,28,Australia,standard,2,New York,9,2,12,6,True,Relaxation,2992.08,6,2778.59428418178,685.4343412125634
12854,33,Italy,standard,3,Paris,5,1,8,2,True,Cultural,1574.118,6,1201.304789044329,308.58858416644006
12855,22,Australia,standard,7,Tokyo,3,3,6,1,True,Adventure,989.5157999999998,6,1083.1664888546115,180.0297540693569
12856,18,Italy,silver,1,Rome,4,3,8,3,False,Cultural,876.96,5,556.2093451263355,149.53104325872857
12857,50,Germany,standard,3,Tokyo,6,2,2,5,False,Cultural,1478.1000000000001,6,1346.988161127456,200.78635598958257
12858,43,France,silver,3,Cape Town,4,3,12,3,True,Relaxation,1591.5199999999998,5,759.6016728372914,219.99238755212278
12859,40,USA,silver,3,Tokyo,14,1,7,3,False,Relaxation,4080.4399999999996,7,3906.6728550448397,924.543405325803
12860,18,Australia,standard,8,Rome,11,1,2,7,False,Adventure,1234.8,6,1366.7670613330736,73.81293365673663
12861,64,France,silver,4,Rio,6,1,1,1,True,Cultural,863.2,7,348.8621312637704,126.42387894629096
12862,32,Canada,standard,2,New York,4,5,7,1,False,Adventure,1944.3060000000003,6,1723.874433488064,322.39441339706497
12863,48,UK,standard,2,Rio,1,3,7,5,False,Cultural,669.76,6,168.67509395059324,164.19866412402712
12864,18,UK,standard,5,Rome,6,2,12,2,True,Adventure,1035.4679999999998,6,852.217136575146,286.255282293979
12865,37,France,gold,7,New York,5,1,12,1,True,Adventure,1668.94,8,1309.963004864529,197.45877563923386
12866,44,Spain,silver,4,Paris,9,1,2,2,True,Cultural,1867.3200000000002,5,1422.673188238768,356.5775743339026
12867,44,USA,gold,6,Sydney,5,3,2,3,False,Cultural,1417.0,7,758.2660329441505,239.78168052499416
12868,42,France,standard,3,Sydney,9,4,12,4,False,Relaxation,4828.46,5,2858.2774131981305,1386.3267818703246
12869,47,USA,standard,4,Paris,6,4,12,4,False,Relaxation,3500.9519999999998,5,2029.23782673435,943.5565709406985
12870,23,Germany,standard,2,New York,3,3,2,1,True,Cultural,1038.7,7,679.9611634300477,155.17023706255088
12871,42,Canada,silver,5,Cape Town,4,3,2,2,False,Cultural,764.0,7,116.4109137153921,229.93632280941455
12872,41,Spain,gold,6,Tokyo,11,2,12,3,False,Adventure,3538.08,7,3236.972018741351,819.0946159692822
12873,43,UK,standard,2,Cairo,2,3,8,6,True,Relaxation,1009.0079999999999,5,718.8589405300792,190.44101775248942
12874,41,Australia,silver,5,New York,5,2,7,1,False,Cultural,1996.54,6,1888.0097703381653,502.0077671829558
12875,20,Italy,standard,5,New York,1,2,8,2,True,Relaxation,904.54,5,679.7184108852274,280.46063130060656
12876,20,Australia,gold,6,New York,4,1,8,4,False,Adventure,958.048,9,1121.2972024594462,100.99573577094242
12877,18,UK,gold,5,Sydney,2,3,12,2,False,Relaxation,1255.8,7,644.7208132692958,133.74476366403445
12878,52,Italy,gold,5,New York,10,1,1,2,False,Relaxation,2932.02,8,1800.0211137950762,935.7398015501816
12879,52,Italy,standard,2,Paris,6,2,2,5,False,Cultural,1303.38,6,924.0419765628326,138.94581964576088
12880,52,Canada,standard,2,Tokyo,13,3,1,4,False,Adventure,2988.7000000000003,5,2823.201883876229,488.9386604249817
12881,44,Canada,standard,2,Paris,7,2,6,1,True,Adventure,2451.54,7,1924.7303808173892,228.06781402581842
12882,18,France,gold,5,New York,9,2,8,4,False,Relaxation,2884.7000000000003,6,2781.2294228317364,440.8887541126146
12883,24,Australia,standard,5,Tokyo,5,5,2,2,False,Cultural,1565.46,7,1225.0682591094014,207.52251908169865
12884,42,UK,gold,6,Rome,6,2,1,8,False,Adventure,990.9,7,566.6572866946362,203.99366729530186
12885,42,Australia,silver,5,Rio,3,2,1,1,False,Relaxation,787.3599999999999,5,71.0725822668116,57.76738121596726
12886,36,Germany,silver,4,Sydney,3,2,2,2,False,Cultural,1024.4,6,454.7410216064933,95.7845571537625
12887,45,UK,standard,5,Rio,5,2,2,7,False,Adventure,764.0,6,297.24242225875844,51.64414139189998
12888,40,Canada,silver,2,New York,2,5,2,1,False,Cultural,1021.4100000000001,5,735.108911705896,129.07144860549383
12889,41,Australia,standard,5,Paris,7,2,7,1,True,Adventure,2338.7,7,1976.4854626992571,476.9564468134164
12890,30,Italy,silver,6,Rio,9,2,1,1,False,Adventure,1297.6000000000001,6,804.5792834568008,58.735453062694795
12891,54,USA,standard,0,Paris,3,2,2,1,False,Adventure,911.3000000000001,6,459.4759409311626,151.34899741881566
12892,33,USA,gold,6,Paris,6,3,6,5,True,Cultural,2327.7799999999997,8,1922.2690810249974,311.4822652692611
